ContractNumber,VendorName,ContractStartDate,ContractStopDate,NDCWithDashes,SubItemIdentifier,PackageDescription,Generic,TradeName,VAClass,Covered,PrimeVendor,Price,PriceStartDate,PriceStopDate,PriceType,Non-TAA
36F79718D0402,Lantheus Medical Imaging,04/01/2018,03/31/2025,11994-0090-05,,1,MOLYBDENUM (MO-99) 50 MIL/ML INJ,MOLYBDENUM (MO-99) 50 MIL/ML INJ,DX201,T,F,2721.66,01/01/2025,03/31/2025,FSS,Compliant
36F79718D0402,Lantheus Medical Imaging,04/01/2018,03/31/2025,11994-0090-06,,1,MOLYBDENUM (MO-99) 50 MIL/ML INJ,MOLYBDENUM (MO-99) 50 MIL/ML INJ,DX201,T,F,2764.60,01/01/2025,03/31/2025,FSS,Compliant
36F79718D0402,Lantheus Medical Imaging,04/01/2018,03/31/2025,11994-0090-07,,1,MOLYBDENUM (MO-99) 50 MIL/ML INJ,MOLYBDENUM (MO-99) 50 MIL/ML INJ,DX201,T,F,3572.75,01/01/2025,03/31/2025,FSS,Compliant
36F79718D0402,Lantheus Medical Imaging,04/01/2018,03/31/2025,11994-0090-09,,1,MOLYBDENUM (MO-99) 50 MIL/ML INJ,MOLYBDENUM (MO-99) 50 MIL/ML INJ,DX201,T,F,4198.39,01/01/2025,03/31/2025,FSS,Compliant
36F79718D0402,Lantheus Medical Imaging,04/01/2018,03/31/2025,11994-0090-10,,1X12500MC,TECHNETIUM TC-99M GENERATOR 12500MC,TECHNELITE TECHNETIUM TC-99M GENERATOR,DX201,T,F,5009.65,01/01/2025,03/31/2025,FSS,Compliant
36F79718D0402,Lantheus Medical Imaging,04/01/2018,03/31/2025,11994-0090-11,,1X15000MC,TECHNETIUM TC-99M GENERATOR 15000MC,TECHNELITE TECHNETIUM TC-99M GENERATOR,DX201,T,F,5982.89,01/01/2025,03/31/2025,FSS,Compliant
36F79718D0402,Lantheus Medical Imaging,04/01/2018,03/31/2025,11994-0090-12,,1X18000MC,TECHNETIUM TC-99M GENERATOR 18000MC,TECHNELITE TECHNETIUM TC-99M GENERATOR,DX201,T,F,6972.68,01/01/2025,03/31/2025,FSS,Compliant
36F79718D0402,Lantheus Medical Imaging,04/01/2018,03/31/2025,11994-0090-36,,1,MOLYBDENUM (MO-99) 50 MIL/ML INJ,MOLYBDENUM (MO-99) 50 MIL/ML INJ,DX201,T,F,1504.68,01/01/2025,03/31/2025,FSS,Compliant
36F79718D0402,Lantheus Medical Imaging,04/01/2018,03/31/2025,11994-0090-73,,1,MOLYBDENUM (MO-99) 50 MIL/ML INJ,MOLYBDENUM (MO-99) 50 MIL/ML INJ,DX201,T,F,2015.62,01/01/2025,03/31/2025,FSS,Compliant
36F79718D0402,Lantheus Medical Imaging,04/01/2018,03/31/2025,11994-0090-92,,1,MOLYBDENUM (MO-99) 50 MIL/ML INJ,MOLYBDENUM (MO-99) 50 MIL/ML INJ,DX201,T,F,2257.09,01/01/2025,03/31/2025,FSS,Compliant
36F79718D0402,Lantheus Medical Imaging,04/01/2018,03/31/2025,11994-0127-11,,10MCI,XENON 5% GAS,XENON-133 GAS,RE600,T,F,53.29,01/01/2025,03/31/2025,FSS,Compliant
36F79718D0402,Lantheus Medical Imaging,04/01/2018,03/31/2025,11994-0127-15,,5X10MCI,XENON 5% GAS,XENON-133 GAS,RE600,T,F,293.60,01/01/2025,03/31/2025,FSS,Compliant
36F79718D0402,Lantheus Medical Imaging,04/01/2018,03/31/2025,11994-0128-21,,20MCI,XENON 5% GAS,XENON-133 GAS,RE600,T,F,117.68,01/01/2025,03/31/2025,FSS,Compliant
36F79718D0402,Lantheus Medical Imaging,04/01/2018,03/31/2025,11994-0128-25,,5X20MCI,XENON 5% GAS,XENON-133 GAS,RE600,T,F,613.93,01/01/2025,03/31/2025,FSS,Compliant
36F79718D0403,"Daiichi Sankyo, Inc.",04/15/2018,10/01/2025,65597-0201-30,,30,EDOXABAN 15MG TAB,SAVAYSA 15MG TAB,BL110,T,T,300.04,01/01/2025,10/01/2025,FSS,Compliant
36F79718D0403,"Daiichi Sankyo, Inc.",04/15/2018,10/01/2025,65597-0202-30,,30,EDOXABAN 30MG TAB,SAVAYSA 30MG TAB,BL110,T,T,300.04,01/01/2025,10/01/2025,FSS,Compliant
36F79718D0403,"Daiichi Sankyo, Inc.",04/15/2018,10/01/2025,65597-0203-30,,30,EDOXABAN 60MG TAB,SAVAYSA 60MG TAB,BL110,T,T,300.04,01/01/2025,10/01/2025,FSS,Compliant
36F79718D0403,"Daiichi Sankyo, Inc.",04/15/2018,10/01/2025,65597-0406-01,,1,FAM-TRASTUZUMAB DERUXTECAN-NXKI 100MG/VIAL INJ,ENHERTU 100MG,AN900,T,T,2672.61,01/01/2025,10/01/2025,FSS,Compliant
36F79718D0403,"Daiichi Sankyo, Inc.",04/15/2018,10/01/2025,65597-0407-20,,120,"PEXIDARTINIB 125MG CAP,ORAL","TURALIO 125MG CAP,ORAL",AN900,T,F,22061.05,01/01/2025,10/01/2025,FSS,Compliant
36F79718D0403,"Daiichi Sankyo, Inc.",04/15/2018,10/01/2025,65597-0504-04,,14,QUIZARTINIB 17.7MG TAB,VANFLYTA 17.7MG TAB,AN900,T,T,7259.88,01/01/2025,10/01/2025,FSS,Compliant
36F79718D0403,"Daiichi Sankyo, Inc.",04/15/2018,10/01/2025,65597-0504-28,,28,QUIZARTINIB 17.7MG TAB,VANFLYTA 17.7MG TAB,AN900,T,T,14519.76,01/01/2025,10/01/2025,FSS,Compliant
36F79718D0403,"Daiichi Sankyo, Inc.",04/15/2018,10/01/2025,65597-0511-04,,14,QUIZARTINIB 26.5MG TAB,VANFLYTA 26.5MG TAB,AN900,T,T,7259.88,01/01/2025,10/01/2025,FSS,Compliant
36F79718D0403,"Daiichi Sankyo, Inc.",04/15/2018,10/01/2025,65597-0511-28,,28,QUIZARTINIB 26.5MG TAB,VANFLYTA 26.5MG TAB,AN900,T,T,14519.76,01/01/2025,10/01/2025,FSS,Compliant
36F79718D0403,"Daiichi Sankyo, Inc.",04/15/2018,10/01/2025,65597-0801-01,,1,"DATOPOTAMAB DERUXTECAN-DLNK 100MG/VIAL INJ,LYPHL","DATROWAY 100MG/VIAL INJ,LY",HS900,T,T,3735.89,02/15/2025,10/01/2025,FSS,Compliant
36F79718D0404,"Rare Disease Therapeutics, Inc.",04/15/2018,04/14/2025,62484-0020-02,,100ML,"MERCAPTOPURINE 20MG/ML SUSP,ORAL",PURIXAN 20MG/ML,AN300,T,T,1050.68,01/01/2025,04/14/2025,FSS,Compliant
36F79718D0404,"Rare Disease Therapeutics, Inc.",04/15/2018,04/14/2025,66621-0150-02,,1X10ML,"ANTIVENIN, CENTURONIDES IMMUNE FAB2 120MG/VIL,INJ",ANASCORP INJECTION,IM300,T,F,3455.60,01/01/2025,04/14/2025,FSS,Compliant
36F79718D0404,"Rare Disease Therapeutics, Inc.",04/15/2018,04/14/2025,66621-0790-02,,1,"ANTIVENIN,CROTALIDAE (EQUINE) INJ",ANAVIP 120MG/VIAL INJ,IM300,T,T,651.81,01/01/2025,04/14/2025,FSS,Compliant
36F79718D0406,"Focus Health Group, Inc.",04/15/2018,04/14/2025,24357-0011-13,,1ML,EPINEPHRINE 1MG/ML KIT,EPINEPHRINE PROFESSIONAL 1 MG/ML KIT,AU100,T,T,49.96,01/01/2025,04/14/2025,FSS,Compliant
36F79718D0406,"Focus Health Group, Inc.",04/15/2018,04/14/2025,24357-0300-30,,3X10GM,ALUMINUM POTASSIUM SULFATE PWDR,POTASSIUM ALUM STERILE,PH000,F,T,184.50,03/15/2020,04/14/2025,FSS,Compliant
36F79718D0406,"Focus Health Group, Inc.",04/15/2018,04/14/2025,24357-0701-06,,5X5GM,"LIDOCAINE 4% CREAM,TOP",ANECREAM LIDOCAINE 4% TOPICAL ANESTHETIC CR,DE700,F,T,13.50,04/15/2018,04/14/2025,FSS,Compliant
36F79718D0406,"Focus Health Group, Inc.",04/15/2018,04/14/2025,24357-0701-07,,5X5GM,"LIDOCAINE 4% CREAM,TOP","ANECREAM LIDOCAINE 4% CREAM,TOP W/TERADERMS",DE700,F,T,17.50,04/15/2018,04/14/2025,FSS,Compliant
36F79718D0406,"Focus Health Group, Inc.",04/15/2018,04/14/2025,24357-0701-15,,15GM,"LIDOCAINE 4% CREAM,TOP",ANECREAM LIDOCAINE 4% TOPICAL ANESTHETIC CR,DE700,F,T,12.41,04/15/2018,04/14/2025,FSS,Compliant
36F79718D0406,"Focus Health Group, Inc.",04/15/2018,04/14/2025,24357-0701-30,,30GM,"LIDOCAINE 4% CREAM,TOP",ANECREAM LIDOCAINE 4% TOPICAL ANESTHETIC CR,DE700,F,T,9.05,04/15/2024,04/14/2025,FSS,Compliant
36F79718D0406,"Focus Health Group, Inc.",04/15/2018,04/14/2025,24357-0702-15,,15GM,"LIDOCAINE 5% CREAM,TOP",ANECREAM5 LIDOCAINE 5% TOP ANORECTAL CR,DE700,F,T,13.72,04/15/2018,04/14/2025,FSS,Compliant
36F79718D0406,"Focus Health Group, Inc.",04/15/2018,04/14/2025,24357-0702-30,,30GM,"LIDOCAINE 5% CREAM,TOP",ANECREAM5 LIDOCAINE 5% TOP ANORECTAL CR,DE700,F,T,25.48,04/15/2018,04/14/2025,FSS,Compliant
36F79718D0414,"Neurocrine Biosciences, Inc.",04/15/2018,02/28/2025,70370-1060-01,,30,"VALBENAZINE 60MG VALBENAZINE 60MG CAP,ORAL","INGREZZA 60MG CAP,ORAL",CN900,T,T,7458.13,01/01/2025,02/28/2025,FSS,Compliant
36F79718D0414,"Neurocrine Biosciences, Inc.",04/15/2018,02/28/2025,70370-1080-01,,30,"VALBENAZINE 80MG VALBENAZINE 80MG CAP,ORAL","INGREZZA 80MG CAP,ORAL",CN900,T,T,7217.08,01/01/2025,02/28/2025,FSS,Compliant
36F79718D0414,"Neurocrine Biosciences, Inc.",04/15/2018,02/28/2025,70370-2040-01,,30,"VALBENAZINE 40MG VALBENAZINE 40MG CAP,ORAL","INGREZZA 40MG CAP,ORAL",CN900,T,T,6058.68,01/01/2025,02/28/2025,FSS,Compliant
36F79718D0414,"Neurocrine Biosciences, Inc.",04/15/2018,02/28/2025,70370-2048-06,,28,"VALBENAZINE 40MG X 7/80MG X 21 STARTER PACK,28",INGREZZA INITIATION PACK,CN900,T,T,7269.46,01/01/2025,02/28/2025,FSS,Compliant
36F79718D0414,"Neurocrine Biosciences, Inc.",04/15/2018,02/28/2025,70370-4040-01,,30,"VALBENAZINE 40MG CAP,SPRINKLE","INGREZZA 40MG CAP,SPRINKLE",CN900,T,T,7325.21,12/02/2024,02/28/2025,FSS,Compliant
36F79718D0414,"Neurocrine Biosciences, Inc.",04/15/2018,02/28/2025,70370-4060-01,,30,"VALBENAZINE 60MG CAP,SPRINKLE","INGREZZA 60MG CAP,SPRINKLE",CN900,T,T,8047.59,12/02/2024,02/28/2025,FSS,Compliant
36F79718D0414,"Neurocrine Biosciences, Inc.",04/15/2018,02/28/2025,70370-4080-01,,30,"VALBENAZINE 80MG CAP,SPRINKLE","INGREZZA 80MG CAP,SPRINKLE",CN900,T,T,8047.59,12/02/2024,02/28/2025,FSS,Compliant
36F79718D0417,B. Braun Medical,05/01/2018,04/30/2025,00264-1915-07,,6X1000ML,PROCALAMINE INJ,PROCALAMINE INJ GL IL     #S9050,TN502,T,T,108.67,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0417,B. Braun Medical,05/01/2018,04/30/2025,00264-1965-10,,12X500ML,HETASTARCH 6%/NACL 0.9% INJ,HESPAN INJECTION,BL800,T,T,117.33,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0417,B. Braun Medical,05/01/2018,04/30/2025,00264-4050-80,,24X50ML,ACETAMINOPHEN 10MG/ML INJ,ACETAMINOPHEN 10MG/ML INJ,CN103,F,T,102.35,09/01/2022,04/30/2025,FSS,Compliant
36F79718D0417,B. Braun Medical,05/01/2018,04/30/2025,00264-4100-90,,24X100ML,ACETAMINOPHEN 10MG/ML INJ,ACETAMINOPHEN 10MG/ML INJ,CN103,F,T,70.90,09/01/2022,04/30/2025,FSS,Compliant
36F79718D0417,B. Braun Medical,05/01/2018,04/30/2025,00264-4204-52,,24X50ML,"MAGNESIUM SO4 2GM/50ML INJ,BAG","MAGNESIUM SO4 2GM/50ML INJ,BAG",TN460,F,T,62.08,09/01/2022,04/30/2025,FSS,Compliant
36F79718D0417,B. Braun Medical,05/01/2018,04/30/2025,00264-4205-52,,24X50ML,"MAGNESIUM SO4 4GM/50ML INJ,BAG","MAGNESIUM SO4 4GM/50ML INJ,BAG",TN460,F,T,82.83,09/01/2022,04/30/2025,FSS,Compliant
36F79718D0417,B. Braun Medical,05/01/2018,04/30/2025,00264-4206-54,,24X100ML,"MAGNESIUM SO4 4GM/100ML INJ,BAG","MAGNESIUM SO4 4GM/100ML INJ,BAG",TN460,F,T,66.76,09/01/2022,04/30/2025,FSS,Compliant
36F79718D0417,B. Braun Medical,05/01/2018,04/30/2025,00264-4400-54,,24X100ML,"MAGNESIUM SO4 1GM/100ML INJ,BAG","MAGNESIUM SO4 1GM/100ML INJ,BAG",TN460,F,T,31.17,09/01/2022,04/30/2025,FSS,Compliant
36F79718D0417,B. Braun Medical,05/01/2018,04/30/2025,00264-7055-10,,10X5ML,CHLOROPROCAINE HCL 1% (PF) INJ,CLOROTEKAL 1% (PF) INJ,CN204,T,T,2905.74,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0417,B. Braun Medical,05/01/2018,04/30/2025,00264-9010-55,,6X1000ML,FREAMINE III 10% INJ,10% FREAMINE III AMINO ACID INJ 1000MLS9010SS,TN501,T,T,45.67,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0417,B. Braun Medical,05/01/2018,04/30/2025,00264-9341-55,,6X500ML,TROPHAMINE 10% INJ,TROPHAMINE 500ML    #S9341-SS,TN501,T,T,83.97,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0417,B. Braun Medical,05/01/2018,04/30/2025,00264-9361-55,,12X500ML,TROPHAMINE 6% INJ,TROPHAMINE 500ML #S9361-SS,TN501,T,T,146.83,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0417,B. Braun Medical,05/01/2018,04/30/2025,00264-9371-55,,6X500ML,HEPATAMINE 8% INJ,HEPATAMINE 8% INJ 500ML #S9371-SS,TN501,T,T,140.86,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0422,"Ipsen Biopharmaceuticals, Inc.",05/15/2018,04/30/2025,15054-0010-01,,14,"PALOVAROTENE 1MG CAP,PKT,14","SOHONOS 1MG CAP,PKT,14",MS900,T,T,3584.02,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0422,"Ipsen Biopharmaceuticals, Inc.",05/15/2018,04/30/2025,15054-0015-01,,14,"PALOVAROTENE 1.5MG CAP,PKT,14","SOHONOS 1.5MG CAP,PKT,14",MS900,T,T,5376.03,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0422,"Ipsen Biopharmaceuticals, Inc.",05/15/2018,04/30/2025,15054-0025-01,,14,"PALOVAROTENE 2.5MG CAP,PKT,14","SOHONOS 2.5MG CAP,PKT,14",MS900,T,T,8960.06,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0422,"Ipsen Biopharmaceuticals, Inc.",05/15/2018,04/30/2025,15054-0043-01,,10ML,IRINOTECAN HCL LIPOSOME 4.3MG/ML INJ,ONIVYDE 43MG,AN900,T,T,2210.69,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0422,"Ipsen Biopharmaceuticals, Inc.",05/15/2018,04/30/2025,15054-0050-01,,14,"PALOVAROTENE 5MG CAP,PKT,14","SOHONOS 5MG CAP,PKT,14",MS900,T,T,17920.11,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0422,"Ipsen Biopharmaceuticals, Inc.",05/15/2018,04/30/2025,15054-0080-01,,30,ELAFIBRANOR 80MG TAB,IQIRVO 80MG TAB,E0896,T,F,11287.24,09/15/2024,04/30/2025,FSS,Compliant
36F79718D0422,"Ipsen Biopharmaceuticals, Inc.",05/15/2018,04/30/2025,15054-0100-01,,14,"PALOVAROTENE 10MG CAP,PKT,14","SOHONOS 10MG CAP,PKT,14",MS900,T,T,35840.22,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0422,"Ipsen Biopharmaceuticals, Inc.",05/15/2018,04/30/2025,15054-0500-01,,3ML,ABOBOTULINUMTOXINA 500 UNIT/VIL INJ,DYSPORT 500 UNIT/VIL,MS900,T,T,669.35,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0422,"Ipsen Biopharmaceuticals, Inc.",05/15/2018,04/30/2025,15054-0530-06,,1,"ABOBOTULINUMTOXIN A 300U, INJ",DYSPORT 300U INJECTION,MS900,T,T,401.73,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0422,"Ipsen Biopharmaceuticals, Inc.",05/15/2018,04/30/2025,15054-1040-05,,4ML,"MECASERMIN 10MG/ML INJ,SOLN",INCRELEX 10MG/ML INJ MDV,HS900,T,T,4948.16,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0422,"Ipsen Biopharmaceuticals, Inc.",05/15/2018,04/30/2025,15054-1060-04,,0.2ML,"LANREOTIDE 60MG INJ,SUSP,SA SYRINGE","SOMATULINE 60MG DEPOT INJ, SYR",HS701,T,T,5506.73,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0422,"Ipsen Biopharmaceuticals, Inc.",05/15/2018,04/30/2025,15054-1090-04,,0.3ML,"LANREOTIDE 90MG INJ,SUSP,SA SYRINGE","SOMATULINE 90MG DEPOT INJ, SYR",HS701,T,T,7333.87,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0422,"Ipsen Biopharmaceuticals, Inc.",05/15/2018,04/30/2025,15054-1120-04,,0.5ML,"LANREOTIDE 120MG INJ,SUSP,SA SYRINGE","SOMATULINE 120MG DEPOT INJ,SYR",HS701,T,T,5025.13,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0422,"Ipsen Biopharmaceuticals, Inc.",05/15/2018,04/30/2025,72607-0100-00,,240,TAZEMETOSTAT 200MG TAB,TAZVERIK 200MG TAB,AN900,T,T,17429.15,01/01/2025,04/30/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0010-09,,90,HYDRALAZINE HCL 37.5MG/ISOSORBIDE DINITRATE 20MG TAB,BIDIL 37.5/20MG TAB,CV400,T,T,282.97,01/01/2025,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0018-01,,175ML,"MYCOPHENOLATE MOFETIL 1000MG/5ML SUSP,ORAL","MYHIBBIN 1000MG/5ML SUSP,ORAL",IM600,T,T,703.52,02/04/2025,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0022-03,,30,AMPHETAMINE SO4 5MG TAB,EVEKEO 5MG TAB,CN801,F,T,180.13,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0026-03,,30,AMPHETAMINE SO4 10MG TAB,EVEKEO 10MG TAB,CN801,F,T,180.13,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0031-01,,30,"AMPHETAMINE 5MG TAB,ORAL DISINTEGRATING",EVEKEO ODT 5MG,CN801,T,T,167.37,01/01/2025,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0033-01,,30,"AMPHETAMINE 10MG TAB,ORAL DISINTEGRATING",EVEKEO ODT 10MG,CN801,T,T,167.37,01/01/2025,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0035-01,,30,"AMPHETAMINE 15MG TAB,ORAL DISINTEGRATING",EVEKEO ODT 15MG,CN801,T,T,167.37,01/01/2025,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0037-02,,30,"AMPHETAMINE 20MG TAB,ORAL DISINTEGRATING",EVEKEO ODT 20MG,CN801,T,T,167.37,01/01/2025,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0050-08,,8,CARMUSTINE 7.7MG IMPLANT WAFER,GLIADEL 7.7MG IMPLANT WAFER,AN100,T,T,27316.66,01/01/2025,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0100-03,,30,ERYTHROMYCIN ES 400MG TAB,ERYTHROMYCIN ES 400MG TAB,AM200,F,T,354.13,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0102-03,,30,"ERYTHROMYCIN 250MG TAB,EC","ERYTHROMYCIN 250MG TAB,EC",AM200,F,T,174.94,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0104-03,,30,"ERYTHROMYCIN 500MG TAB,EC","ERYTHROMYCIN 500MG TAB,EC",AM200,F,T,263.72,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0106-03,,30,ERYTHROMYCIN STEARATE 250MG TAB,ERYTHROCIN 250MG TAB,AM200,F,T,292.83,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0110-03,,30,ERYTHROMYCIN ES 400MG TAB,ERYTHROMYCIN ES 400MG TAB,AM200,F,T,343.03,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0122-03,,30,"ERYTHROMYCIN 250MG TAB,SA","ERYTHROMYCIN 250MG TAB,SA",AM200,F,T,180.15,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0124-03,,30,"ERYTHROMYCIN 333MG TAB,SA","ERYTHROMYCIN 333MG TAB,SA",AM200,F,T,226.82,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0126-03,,30,"ERYTHROMYCIN 500MG TAB,SA","ERYTHROMYCIN 500MG TAB,SA",AM200,F,T,279.29,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0130-13,,100ML,"ERYTHROMYCIN ES 400MG/5ML SUSP,PWDR,ORAL","ERY-PED 400MG/5ML SUSP,PWDR,ORAL",AM200,F,T,191.13,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0132-13,,100ML,"ERYTHROMYCIN ES 200MG/5ML SUSP,PWDR,ORAL","ERY-PED 200MG/5ML SUSP,PWDR,ORAL",AM200,F,T,108.68,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0134-02,,100ML,"ERYTHROMYCIN ES 200MG/5ML SUSP,GRANULES,ORAL","EES 200MG/5ML SUSP,GRANULES,ORAL",AM200,F,T,114.01,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0136-10,,200ML,"ERYTHROMYCIN ES 200MG/5ML SUSP,GRANULES,ORAL","EES 200MG/5ML SUSP,GRANULES,ORAL",AM200,F,T,200.49,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0150-20,,1,"TRIPTORELIN 22.5MG ER SUSP,INJ","TRIPTODUR 22.5MG ER SUSP,INJ",AN500,T,T,14449.12,01/01/2025,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0230-12,,12X5ML,"NIMODIPINE 30MG/5ML SOLN,ORAL","NYMALIZE 30MG/5ML SOLN,ORAL",CV200,T,F,320.11,01/01/2025,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0260-08,,237ML,"NIMODIPINE 60MG/10ML SOLN,ORAL","NYMALIZE 60MG/10ML SOLN,ORAL",CV200,T,F,1321.85,01/01/2025,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0260-12,,12X10ML,"NIMODIPINE 60MG/10ML SOLN,ORAL","NYMALIZE 60MG/10ML SOLN,ORAL",CV200,T,F,667.67,01/01/2025,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0530-25,,250ML,"SOTALOL 5MG/ML SOLN,ORAL",SOTYLIZE 5MG/ML SOLN,CV100,T,T,378.62,01/01/2025,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0530-48,,480ML,"SOTALOL 5MG/ML SOLN,ORAL",SOTYLIZE 5MG/ML SOLN,CV100,T,T,727.47,01/01/2025,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0850-03,,30,DEXTROAMPHETAMINE SO4 2.5MG TAB,ZENZEDI 2.5MG TAB,CN801,F,T,199.81,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0851-03,,30,DEXTROAMPHETAMINE SO4 5MG TAB,ZENZEDI 5MG TAB,CN801,F,T,199.81,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0852-03,,30,DEXTROAMPHETAMINE SO4 7.5MG TAB,ZENZEDI 7.5MG TAB,CN801,F,T,199.81,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0853-03,,30,DEXTROAMPHETAMINE SO4 10MG TAB,ZENZEDI 10MG TAB,CN801,F,T,199.81,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0854-03,,30,DEXTROAMPHETAMINE SO4 15MG TAB,ZENZEDI 15MG TAB,CN801,F,T,199.81,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0855-03,,30,DEXTROAMPHETAMINE SO4 20MG TAB,ZENZEDI 20MG TAB,CN801,F,T,199.81,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,24338-0856-03,,30,DEXTROAMPHETAMINE SO4 30MG TAB,ZENZEDI 30MG TAB,CN801,F,T,199.81,09/01/2024,07/31/2025,FSS,Compliant
36F79718D0434,"Azurity Pharmaceuticals, Inc.",05/01/2018,07/31/2025,52652-2001-01,,120ML,"METHOTREXATE SODIUM 2.5MG/ML SOLN,ORAL","XATMEP 2.5MG/ML SOLN,ORAL",AN300,T,T,2039.86,01/01/2025,07/31/2025,FSS,Compliant
